# concept<TAB>relations<TAB>other_category<TAB>boundary_pattern<TAB>directly authored text
# 001-025 조류·포유류와 비행 형질
코끼리코와팔기능	boundary,part_of,function	-	neighbor_distinction	코끼리코와팔기능은 물체를 잡는 능력을 공유해도 해부학적 분류가 다르다. 코는 코와 윗입술이 길어진 기관이지 앞다리가 변한 팔이 아니다.
# 126-150 행동·역할·개체군과 분류
야행성과종분류	boundary,classification,attribute	-	insufficient_feature	야행성과종분류는 한 기준이 아니다. 박쥐·올빼미·나방처럼 먼 계통의 동물이 밤에 활동하며 같은 시간대가 같은 종을 만들지 않는다.
초식성과온순함	boundary,attribute,contrast	-	insufficient_feature	초식성과온순함을 동일시하면 방어 행동을 놓친다. 코뿔소나 하마처럼 식물을 주로 먹어도 위협을 받으면 매우 위험할 수 있다.
육식성과포식자분류	boundary,classification,contrast	-	conditional_exception	육식성과포식자분류는 먹이 획득 방식을 함께 봐야 한다. 이미 죽은 동물을 먹는 청소동물도 육식을 하지만 언제나 직접 사냥하는 포식자는 아니다.
잡식성과먹이무제한	boundary,attribute,state	-	insufficient_feature	잡식성과먹이무제한은 같은 뜻이 아니다. 동식물을 모두 먹는 종도 소화 능력과 독성 때문에 먹을 수 없는 재료가 많다.
무리생활과사회성	boundary,attribute,role	-	conditional_exception	무리생활과사회성은 겹치지만 동일하지 않다. 먹이 장소에 우연히 모인 개체들은 지속적 역할 분담이나 개체 인식 없이도 군집처럼 보일 수 있다.
떼비행과한가족	boundary,classification,role	-	insufficient_feature	떼비행과한가족은 다른 관계다. 같은 방향으로 이동하는 새 무리에는 혈연이 아닌 개체도 섞일 수 있어 공간적 집합을 가족으로 볼 수 없다.
군체와한개체의경계	boundary,classification,part_of	-	part_whole	군체와한개체의경계는 구성 단위의 자율성에 달려 있다. 산호 군체는 여러 개체가 연결된 것이며 겉으로 한 덩어리라고 단일 개체로 세면 안 된다.
벌집과벌군체	boundary,part_of,contrast	-	part_whole	벌집과벌군체는 용기와 생물 집단의 차이다. 벌집 구조가 남아 있어도 벌이 모두 떠났다면 건축물은 있지만 살아 있는 군체는 없다.
여왕개체와군체전체	boundary,part_of,role	-	part_whole	여왕개체와군체전체를 동일시하면 일개미·수벌·유충의 역할을 지운다. 여왕은 번식 중심 개체지만 군체의 모든 구성원을 대신하지 않는다.
우두머리역할과별도종	boundary,classification,role	-	role_category	우두머리역할과별도종은 무관하다. 같은 종의 무리 안에서 특정 개체가 행동을 주도해도 그 사회적 위치 때문에 다른 종이 되지 않는다.
수컷암컷과종구분	boundary,classification,contrast	-	role_category	수컷암컷과종구분은 다른 분류 축이다. 성적 이형으로 색과 크기가 크게 달라도 번식 가능한 같은 종의 두 성일 수 있다.
어린개체와소형종	boundary,classification,state	-	state_identity	어린개체와소형종을 크기만으로 구분하면 오판한다. 큰 종의 새끼는 작은 종의 성체보다 작을 수 있어 나이 단서와 형태 비율이 필요하다.
노령개체와별도품종	boundary,classification,state	-	state_identity	노령개체와별도품종은 털색이나 움직임 변화로 나뉘지 않는다. 나이가 들어 희어지고 느려져도 유전적 품종 정체성은 유지된다.
털갈이와종변경	boundary,state,process	-	state_identity	털갈이와종변경은 다르다. 계절에 따라 흰색과 갈색 털로 바뀌는 동물은 환경 적응 상태가 달라질 뿐 다른 종으로 교체되지 않는다.
성장변색과종동일성	boundary,state,process	-	state_identity	성장변색과종동일성은 함께 성립한다. 어린 새와 성체의 깃색이 달라도 생활사 연속성이 확인되면 같은 종이다.
부상개체와새종오인	boundary,state,classification	-	state_identity	부상개체와새종오인을 피하려면 비정상 자세를 영구 형질로 보지 않아야 한다. 날개가 처지거나 다리를 저는 상태는 종의 정의가 아니다.
사육동물과가축범위	boundary,classification,contrast	-	neighbor_distinction	사육동물과가축범위는 완전히 겹치지 않는다. 동물원에서 사육하는 야생종은 사람 관리 아래 있어도 오랜 선택 번식으로 길들인 가축은 아니다.
길들인개체와가축화종	boundary,classification,process	-	neighbor_distinction	길들인개체와가축화종을 구분해야 한다. 야생동물 한 마리가 사람에게 익숙해질 수 있지만 그 변화만으로 종 전체가 세대에 걸쳐 가축화된 것은 아니다.
야생복귀와야생종	boundary,state,classification	-	state_identity	야생복귀와야생종은 출신이 다를 수 있다. 가축의 후손이 사람 관리 없이 살아가는 들개는 야생화 상태지만 조상이 처음부터 야생종이었다는 뜻은 아니다.
반려동물과가축분류	boundary,classification,role	-	role_category	반려동물과가축분류는 사람과의 역할 관계와 생물학적 가축화가 섞인 개념이다. 같은 종도 어떤 개체는 반려 목적으로, 다른 개체는 작업 목적으로 길러질 수 있다.
훈련행동과본능행동	boundary,process,contrast	-	neighbor_distinction	훈련행동과본능행동은 나타나는 동작만으로 구별되지 않는다. 보상으로 배운 행동과 경험 없이 발현되는 행동은 학습 이력을 확인해야 한다.
놀이행동과사냥행동	boundary,function,contrast	-	conditional_exception	놀이행동과사냥행동은 쫓고 덮치는 모습이 닮을 수 있다. 먹이 획득·종결 방식·상대의 신호를 함께 봐야 목적을 판정할 수 있다.
방어공격과포식공격	boundary,function,contrast	-	neighbor_distinction	방어공격과포식공격은 물거나 돌진한다는 동작만으로 같지 않다. 위협에서 벗어나려는 행동과 먹이를 확보하려는 행동은 맥락과 결과가 다르다.
죽은척과실제죽음	boundary,state,contrast	-	state_identity	죽은척과실제죽음은 움직임 부재만으로 판정할 수 없다. 일부 동물은 포식자를 피하려 일시적으로 굳지만 생리 기능과 회복 가능성이 남아 있다.
동면과휴면의경계	boundary,state,process	-	neighbor_distinction	동면과휴면의경계는 일상적으로 섞이지만 생리 깊이와 대상 생물에 따라 구분된다. 단순한 활동 감소를 모두 같은 동면으로 부르면 조절 과정이 사라진다.
