# concept<TAB>relations<TAB>directly authored text
상담내용기록창	function,role,state	상담내용기록창은 고객이 설명한 문제·확인한 사실·제공한 답변·약속한 후속 조치와 시각을 문의 번호에 남겨, 다음 상담원이 같은 질문을 반복하지 않고 진행 상태를 이해하게 한다.
표준답변검색기	function,comparison,role	표준답변검색기는 문의의 핵심어·제품·오류 상황을 승인된 안내 문서와 비교해 관련 답변을 제시하고, 상담원이 최신 정책과 고객 상황에 맞게 선택하도록 출처와 갱신일을 보여 준다.
고객감정주의표시기	function,state,boundary	고객감정주의표시기는 대화에서 반복되는 불만·불안·위협 신호를 감지해 상담원에게 대응 주의를 알리되, 감정 표현만으로 고객의 의도나 인격을 확정하지 않도록 참고 상태로 남긴다.
문의우선순위분류기	function,classification,comparison	문의우선순위분류기는 서비스 중단 범위·안전 영향·마감 시각·영향 고객 수를 기준으로 문의를 처리 등급에 배치해, 먼저 접수된 단순 질문과 즉시 대응할 장애를 구분한다.
서비스장애공지판	function,state,role	서비스장애공지판은 영향 기능·발생 시각·현재 조사 단계·우회 방법·다음 갱신 예정 시각을 한곳에 공개해, 고객이 같은 장애를 개별 문의하지 않아도 진행 상황을 알게 한다.
배송문의조회창	function,state,role	배송문의조회창은 주문 번호로 출고 묶음·운송사·최근 위치·예상 도착·예외 사유를 불러와 상담원이 고객에게 확인된 사실과 다음 조치를 빠르게 설명하도록 돕는다.
요금청구설명서	function,part_of,boundary	요금청구설명서는 기본료·사용량·일회 비용·할인·세금·이전 미납을 항목별 계산 근거와 함께 펼쳐, 이번 기간 사용료와 과거에서 이월된 금액을 구별해 준다.
고객불만분류표	function,classification,process	고객불만분류표는 품질·직원 응대·배송·가격·접근성 등 불만 원인과 심각도를 정해진 유형에 기록하고, 반복되는 문제를 제품 개선이나 관리자 검토로 모은다.
분쟁조정접수함	function,process,boundary	분쟁조정접수함은 고객 주장·사업자 답변·거래 증빙·희망 해결책을 한 사건으로 묶어 중립 검토 순서에 올리며, 일반 문의 처리와 공식 이의 절차의 경계를 명확히 한다.
환불사유확인서	function,classification,role	환불사유확인서는 미배송·결함·설명 불일치·단순 변심 등 반환 이유와 상품 상태·고객 요청을 기록해 적용할 정책을 찾고, 거절 또는 승인 근거를 양쪽이 확인하게 한다.
보상쿠폰발행기	function,attribute,process	보상쿠폰발행기는 확인된 서비스 실패의 정도와 고객 정책에 따라 할인액·대상·사용 기한·중복 조건을 정해 고유 쿠폰을 만들고, 같은 사건에서 이중 발급되지 않도록 연결한다.
서비스해지방어안내서	function,comparison,boundary	서비스해지방어안내서는 해지 이유를 확인하고 요금제 변경·일시 중지·문제 해결 같은 대안을 제시하되, 고객의 명확한 종료 의사를 방해하거나 숨은 조건으로 유지시키지 않도록 선택을 구분한다.
고객동의관리창	function,state,boundary	고객동의관리창은 마케팅·정보 제공·자동 갱신 등 목적별 동의 여부와 문구 버전·획득 시각·철회 이력을 보여 주며, 한 목적의 허락을 다른 용도의 포괄 동의로 바꾸지 않는다.
개인정보열람요청함	function,process,role	개인정보열람요청함은 본인 확인을 거친 고객의 보유 정보 조회·정정·삭제 요구를 접수하고 적용 범위와 법정 기한, 제공 또는 제한 근거를 추적해 권리 행사를 처리한다.
연락거부목록관리기	function,state,boundary	연락거부목록관리기는 고객이 원치 않는 전화·문자·전자우편 채널과 적용 시작 시각을 저장해 발송 대상에서 제외하고, 필수 거래 통지와 판촉 연락을 구분한다.
상담품질평가표	function,comparison,role	상담품질평가표는 본인 확인·문제 파악·정확한 안내·공감·기록·후속 조치가 기준대로 수행됐는지 통화나 대화를 근거로 평가해 교육과 절차 개선에 활용한다.
고객만족도설문기	function,attribute,process	고객만족도설문기는 서비스 직후 해결 여부·노력 정도·응대 만족과 자유 의견을 같은 척도로 받아 거래나 문의 유형과 연결하고, 응답하지 않은 고객을 부정 평가로 계산하지 않는다.
순추천의향집계표	function,classification,comparison	순추천의향집계표는 추천 의향 점수를 추천·중립·비추천 집단으로 나누어 기간과 고객군별 비율을 계산하고, 표본 수와 응답 편향을 함께 보여 단일 수치의 과해석을 막는다.
재문의연결표	function,comparison,process	재문의연결표는 고객·제품·증상·최근 접촉 시각이 비슷한 새 문의를 이전 사건과 비교해 같은 문제의 후속인지 연결하고, 별개 문제가 잘못 합쳐지면 분리할 근거를 남긴다.
약속통화예약기	function,state,role	약속통화예약기는 고객의 가능한 시간대와 담당자의 일정을 맞춰 통화 시각·연락 수단·논의 항목을 예약하고, 시간이 다가오면 양쪽에 알리며 실패 시 재예약 상태를 기록한다.
현장서비스기사배정기	function,comparison,role	현장서비스기사배정기는 고장 종류·필요 자격·부품·방문 지역·약속 시간을 기사별 기술과 이동 경로에 비교해 작업을 배정하고 과도한 일정 겹침을 피한다.
수리접수진행판	function,state,process	수리접수진행판은 제품 도착·진단·견적 승인·부품 대기·수리·검사·반환 단계를 시간순으로 표시해 고객과 상담원이 현재 지연 원인과 다음 행동을 함께 확인하게 한다.
보증기간확인기	function,boundary,state	보증기간확인기는 제품 번호·구매일·등록일·수리 이력과 보증 조건을 대조해 무상 처리 가능 범위를 보여 주며, 기간 내 고장과 모든 손상의 무조건 보상을 구별한다.
고객지식문서추천기	function,comparison,role	고객지식문서추천기는 고객이 적은 증상과 사용 환경을 해결 문서의 대상 제품·원인·절차에 비교해 관련도가 높은 안내를 제시하고, 위험한 작업은 전문가 연결을 함께 표시한다.
다국어상담통역창	function,role,boundary	다국어상담통역창은 고객과 상담원의 발화를 선택한 언어 사이에서 번역하고 제품명·숫자·날짜를 원문과 함께 보여 주며, 법적 동의처럼 정확성 확인이 필요한 문장은 재확인을 요청한다.
취약고객지원우선표	function,classification,role	취약고객지원우선표는 장애·고령·언어 장벽·긴급 생계 영향처럼 추가 도움이 필요한 상황을 고객 동의 아래 표시해 접근 가능한 채널과 우선 지원을 연결하되, 낙인이나 불리한 판매에 쓰지 않는다.
