# TinyLM 체크포인트 판정 (cleanup_ckpt.py 의 유일한 진실 원천)
#
# ★규약 (experiments.tsv 와 같은 구조. 2026-08-19 사용자 지시로 TSV 화)
#   1. `run_cleanup_checkpoints.bat` 은 이 파일에서 **delete 로 판정된 것만** 후보로 삼는다.
#   2. **여기 없는 파일은 절대 안 지운다**(화이트리스트 방식). 새 체크포인트는 기본이 `hold` 다.
#   3. ★**살아 있는 실험이 참조하는 것은 `keep`** 이고, why 열에 **어느 실험이 쓰는지** 적는다.
#      그게 없으면 다음 세션이 "왜 남겼는지" 를 모르고 지운다.
#   4. 열은 TAB 구분. `#` 로 시작하는 줄은 주석.
#   5. 판정을 바꾸려면 **이 파일만** 고친다. 배치·스크립트는 안 고친다.
#   ★6. (2026-08-20 신설) **`_best` 를 파일명만 보고 delete 로 적지 않는다.**
#      denseb_best 사고 — 규칙을 *역할* 이 아니라 *이름* 에 걸어서 부모 계보의 유일본이
#      삭제 후보가 됐다. 기계 방어 3중(cleanup_ckpt.py G1 파생보호 / G2 판정일관성 /
#      G3 부모계보 정규식)을 넣었지만, **새 best 의 기본 판정은 `hold`** 로 적는다.
#
# verdict : keep=영구 보존 / hold=미판정(안 지움) / delete=삭제 후보
# file    : runs/ckpt/ 아래 파일명
# mb      : 실측 크기(MB)
# why     : ★왜 이 판정인가. keep 이면 **어느 실험이 쓰는가**
#
verdict	file	mb	why
delete	tiny_synthetic_2M_sm_lrm_best.pt	62.6	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_tieddepth.pt	52.5	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_tieddepth_best.pt	52.5	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
# ★2026-09-04 자동 판정 128행 (scripts/ckpt_audit.py) — 규칙은 tiny_* 와 steps<500 둘뿐이고 나머지는 hold 다
keep	m100s10_ko-en_1200M_d14_cla2_norecur_t1200.pt	1067.6	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s10_ko-en_1200M_d14_cla2_norecur_t1200_best.pt	1067.6	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s10_ko-en_300M_d14_cla2_blockr2.pt	1067.6	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s10_ko-en_300M_d14_cla2_blockr2_best.pt	1067.6	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s10_ko-en_300M_d14_cla2_norecur.pt	1067.6	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s10_ko-en_300M_d14_cla2_norecur_best.pt	1067.6	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s10_ko-en_300M_d14_cla2_norecur_muon15.pt	420.3	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s10_ko-en_300M_d14_cla2_norecur_muon15_best.pt	420.3	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s10_ko-en_300M_d14_cla2_norecur_s2.pt	1067.6	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s10_ko-en_300M_d14_cla2_norecur_s2_best.pt	1067.6	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s10_ko-en_300M_d14_cla2_progr2.pt	1067.6	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s10_ko-en_300M_d14_cla2_progr2_best.pt	1067.6	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s10_ko-en_600M_d14_cla2_norecur_muon15_t600.pt	420.3	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s10_ko-en_600M_d14_cla2_norecur_muon15_t600_best.pt	420.3	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s10_ko-en_600M_d14_cla2_norecur_t600.pt	1067.6	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s10_ko-en_600M_d14_cla2_norecur_t600_best.pt	1067.6	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s12_ko-en_1200M_d16_cla2_norecur_muon15_t1200.pt	836.3	P005b Stage12의 1.2B jordan15 비교군 — P088 Stage10 완료 뒤에도 final 필요
delete	m100s12_ko-en_1200M_d16_cla2_norecur_muon15_t1200_best.pt	836.3	P088 Stage10 결과 075 §19와 final이 정본; P005b Stage12 paired_eval은 final만 사용하고 부모·교사 참조 없음
keep	m100s12_ko-en_1200M_d16_cla2_norecur_t1200.pt	1206.1	P005b Stage12의 1.2B AdamW 비교군 — RMS4·jordan15와 동일 조건 비교 전 삭제 금지
delete	m100s12_ko-en_1200M_d16_cla2_norecur_t1200_best.pt	1206.1	P088 Stage8 결과와 final이 정본; P005b Stage12 paired_eval은 final만 사용하고 부모·교사 참조 없음
keep	m100s12_ko-en_300M_d16_cla2_blockr2.pt	1206.1	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s12_ko-en_300M_d16_cla2_blockr2_best.pt	1206.1	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s12_ko-en_300M_d16_cla2_norecur.pt	1206.1	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s12_ko-en_300M_d16_cla2_norecur_best.pt	1206.1	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s12_ko-en_300M_d16_cla2_norecur_muon15.pt	466.5	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s12_ko-en_300M_d16_cla2_norecur_muon15_best.pt	466.5	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s12_ko-en_300M_d16_cla2_norecur_p12.pt	1206.1	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s12_ko-en_300M_d16_cla2_norecur_p12_best.pt	1206.1	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s12_ko-en_300M_d16_cla2_norecur_s2.pt	1206.1	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s12_ko-en_300M_d16_cla2_norecur_s2_best.pt	1206.1	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s12_ko-en_300M_d16_cla2_r20_muon15.pt	466.5	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s12_ko-en_300M_d16_cla2_r20_muon15_best.pt	466.5	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s12_ko-en_300M_d16_cla2_r20_p12_t300.pt	1206.1	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s12_ko-en_300M_d16_cla2_r20_p12_t300_best.pt	1206.1	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s12_ko-en_300M_d16_cla2_r20_p12_t600.pt	1206.1	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s12_ko-en_300M_d16_cla2_r20_p12_t600_best.pt	1206.1	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s12_ko-en_300M_d16_g4_muon15.pt	304.5	P086 Stage2의 타잉×Muon 정본이자 P093 구조조건부 직접공유의 내부 비교 근거
delete	m100s12_ko-en_300M_d16_g4_muon15_best.pt	304.5	P086 결과 072 §12는 final paired_eval로 판정; 부모·교사 참조 없음
keep	m100s12_ko-en_600M_d16_cla2_norecur_muon15_t600.pt	466.5	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s12_ko-en_600M_d16_cla2_norecur_muon15_t600_best.pt	466.5	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s12_ko-en_600M_d16_cla2_norecur_t600.pt	1206.1	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s12_ko-en_600M_d16_cla2_norecur_t600_best.pt	1206.1	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s14_ko-en_300M_d18_cla2_norecur.pt	1344.5	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s14_ko-en_300M_d18_cla2_norecur_best.pt	1344.5	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s14_ko-en_300M_d18_cla2_norecur_muon15.pt	512.7	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s14_ko-en_300M_d18_cla2_norecur_muon15_best.pt	512.7	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s14_ko-en_300M_d18_cla2_norecur_s2.pt	1344.5	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s14_ko-en_300M_d18_cla2_norecur_s2_best.pt	1344.5	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s14_ko-en_600M_d18_cla2_norecur_muon15_t600.pt	512.7	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s14_ko-en_600M_d18_cla2_norecur_muon15_t600_best.pt	512.7	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s8_ko-en_300M_d12_ag2_muon15.pt	615.6	P045B 직접 attention 공유 기각 정본이며 P093의 재실행 없는 직접공유 대조군
delete	m100s8_ko-en_300M_d12_ag2_muon15_best.pt	615.6	P045B 결과 079는 final paired_eval로 판정; 부모·교사 참조 없음
keep	m100s8_ko-en_300M_d12_cla2_norecur.pt	929.1	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s8_ko-en_300M_d12_cla2_norecur_best.pt	929.1	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s8_ko-en_300M_d12_cla2_norecur_muon15.pt	374.0	P045B dense 기준 final이며 P093 직접·구조조건부 공유의 공통 대조군
delete	m100s8_ko-en_300M_d12_cla2_norecur_muon15_best.pt	374.0	P045B 결과 079는 final paired_eval로 판정; 부모·교사 참조 없음
keep	m100s8_ko-en_300M_d12_cla2_norecur_s2.pt	929.1	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s8_ko-en_300M_d12_cla2_norecur_s2_best.pt	929.1	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s8_ko-en_300M_d12_cla2_r20_adamw.pt	929.1	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s8_ko-en_300M_d12_cla2_r20_adamw_best.pt	929.1	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s8_ko-en_300M_d12_cla2_r20_muon10.pt	374.0	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s8_ko-en_300M_d12_cla2_r20_muon10_best.pt	374.0	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s8_ko-en_300M_d12_cla2_r20_muon15.pt	374.0	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s8_ko-en_300M_d12_cla2_r20_muon15_best.pt	374.0	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s8_ko-en_300M_d12_cla2_r20_muon20.pt	374.0	P005b Stage10·11의 재귀 jordan20 비교군 — 시드·600M 전이 완료 전 final 필요
delete	m100s8_ko-en_300M_d12_cla2_r20_muon20_best.pt	374.0	P005/P005b 판정은 final paired_eval를 사용; 후속 Stage10·11도 final만 참조
keep	m100s8_ko-en_300M_d12_cla2_r20_p12_t300.pt	929.1	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s8_ko-en_300M_d12_cla2_r20_p12_t300_best.pt	929.1	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s8_ko-en_300M_d12_cla2_r20_p12_t600.pt	929.1	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s8_ko-en_300M_d12_cla2_r20_p12_t600_best.pt	929.1	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s8_ko-en_300M_d12_cla2_r20_p300_e4.pt	929.1	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s8_ko-en_300M_d12_cla2_r20_p300_e4_best.pt	929.1	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s8_ko-en_300M_d12_cla2_r20_p6_t1200.pt	929.1	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s8_ko-en_300M_d12_cla2_r20_p6_t1200_best.pt	929.1	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
delete	m100s8_ko-en_300M_d12_cla2_r20_rms2.pt	651.6	P005b Stage2에서 RMS4에 밀린 팔; 결과 078에 final·paired 수치가 있고 후속 계획이 참조하지 않음
delete	m100s8_ko-en_300M_d12_cla2_r20_rms2_best.pt	651.6	RMS2 팔 자체가 종결됐고 결과 078의 판정은 final 기준; 부모·교사 참조 없음
keep	m100s8_ko-en_300M_d12_cla2_r20_rms4.pt	651.6	P005b Stage10·11의 재귀 RMS4 기준 final — 시드·600M 전이 완료 전 필요
delete	m100s8_ko-en_300M_d12_cla2_r20_rms4_best.pt	651.6	P005b 후속 paired_eval은 final만 참조; 결과 078에 수치 보존
keep	m100s8_ko-en_300M_d12_cla2_r20_s34.pt	929.1	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s8_ko-en_300M_d12_cla2_r20_s34_best.pt	929.1	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
delete	m100s8_ko-en_300M_d12_cla2_r20_s763_adamw.pt	929.1	P005 Stage1 100M 대조는 300M Stage2로 대체됐고 결과 076에 보존; 활성 부모·교사·후속 비교 참조 없음
delete	m100s8_ko-en_300M_d12_cla2_r20_s763_adamw_best.pt	929.1	같은 100M 격자 종결; 판정은 final·공통 bpb로 문서화됨
delete	m100s8_ko-en_300M_d12_cla2_r20_s763_muon1.pt	374.0	P005 Stage1 100M 격자 열세 팔; 300M 본런으로 대체되고 결과 076에 수치 보존
delete	m100s8_ko-en_300M_d12_cla2_r20_s763_muon15.pt	374.0	P005 Stage1 100M 격자 팔; 300M 본런과 상단 격자로 대체되고 결과 076에 수치 보존
delete	m100s8_ko-en_300M_d12_cla2_r20_s763_muon15_best.pt	374.0	같은 100M 격자 종결; 부모·교사 참조 없음
delete	m100s8_ko-en_300M_d12_cla2_r20_s763_muon1_best.pt	374.0	같은 100M 격자 종결; 부모·교사 참조 없음
delete	m100s8_ko-en_300M_d12_cla2_r20_s763_muon30.pt	374.0	P005 Stage1b 100M 괄호 팔; 300M Stage3b가 상단을 다시 측정했고 결과 076에 수치 보존
delete	m100s8_ko-en_300M_d12_cla2_r20_s763_muon30_best.pt	374.0	같은 100M 격자 종결; 부모·교사 참조 없음
delete	m100s8_ko-en_300M_d12_cla2_r20_s763_muon45.pt	374.0	P005 Stage1b 100M 열세 팔; 결과 076에 수치 보존, 후속 참조 없음
delete	m100s8_ko-en_300M_d12_cla2_r20_s763_muon45_best.pt	374.0	같은 100M 격자 종결; 부모·교사 참조 없음
delete	m100s8_ko-en_300M_d12_cla2_r20_s763_muon5.pt	374.0	P005 Stage1 100M 격자 팔; 300M 본런으로 대체되고 결과 076에 수치 보존
delete	m100s8_ko-en_300M_d12_cla2_r20_s763_muon5_best.pt	374.0	같은 100M 격자 종결; 부모·교사 참조 없음
delete	m100s8_ko-en_300M_d12_cla2_r20_vlrm.pt	374.5	P086 dense-body vector LRM은 결과 072 §13에서 종결; 값·paired 판정이 문서화되고 후속 참조 없음
delete	m100s8_ko-en_300M_d12_cla2_r20_vlrm_best.pt	374.5	같은 종결 팔; 판정은 final 기준이며 부모·교사 참조 없음
delete	m100s8_ko-en_300M_d12_cla2_r20_vlrm_ctrl.pt	374.0	P086 vector LRM 동시 대조는 결과 072 §13에 보존; 직접공유용 대조는 별도 P045B final을 유지
delete	m100s8_ko-en_300M_d12_cla2_r20_vlrm_ctrl_best.pt	374.0	같은 종결 대조; 판정은 final 기준이며 부모·교사 참조 없음
keep	m100s8_ko-en_300M_d12_g2_muon15.pt	507.6	P045B 직접 MLP g2 기각 정본이며 P093의 재실행 없는 직접공유 대조군
delete	m100s8_ko-en_300M_d12_g2_muon15_best.pt	507.6	P045B 결과 079는 final paired_eval로 판정; 부모·교사 참조 없음
keep	m100s8_ko-en_300M_d12_g4_muon15.pt	435.5	P045B 직접 MLP g4 기각 정본이며 P093의 재실행 없는 직접공유 대조군
delete	m100s8_ko-en_300M_d12_g4_muon15_best.pt	435.6	P045B 결과 079는 final paired_eval로 판정; 부모·교사 참조 없음
keep	m100s8_ko-en_600M_d12_cla2_norecur_t600.pt	929.1	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s8_ko-en_600M_d12_cla2_norecur_t600_best.pt	929.1	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
keep	m100s8_ko-en_600M_d12_cla2_r20_muon15_t600.pt	374.0	2026-09-15 22:15 감사 K1 — 공식 비교 정본인 final 보존; _best 단독 삭제 시 G2 정합 유지와 재현성 보존
delete	m100s8_ko-en_600M_d12_cla2_r20_muon15_t600_best.pt	374.0	2026-09-15 22:15 감사 D1 — 과거 _best 실파일 비교·로드 0건, 향후 명시 비교계획 없음; 대응 final 보존
delete	m100w384s24_ko-en_300M_w384_d28_probe.pt	586.3	250스텝 프로브 - 품질 판정 사용 금지(기준표 2.3). 판정 근거는 역할이지 _best 접미사가 아니다(TSV 규칙 6)
delete	m100w384s24_ko-en_300M_w384_d28_probe_best.pt	586.3	250스텝 프로브 - 품질 판정 사용 금지(기준표 2.3). 판정 근거는 역할이지 _best 접미사가 아니다(TSV 규칙 6)
keep	m100w512s16_ko-en_300M_w512_d20_parent.pt	728.3	P089 폭 실험의 init_from_src 실제 부모와 best 형제; 파생보호 대상(2026-09-23 검수)
keep	m100w512s16_ko-en_300M_w512_d20_parent_best.pt	728.3	P089 폭 실험의 init_from_src 실제 부모와 best 형제; 파생보호 대상(2026-09-23 검수)
delete	m100w512s24_ko-en_300M_w512_d28_probe.pt	980.6	250스텝 프로브 - 품질 판정 사용 금지(기준표 2.3). 판정 근거는 역할이지 _best 접미사가 아니다(TSV 규칙 6)
delete	m100w512s24_ko-en_300M_w512_d28_probe_best.pt	980.6	250스텝 프로브 - 품질 판정 사용 금지(기준표 2.3). 판정 근거는 역할이지 _best 접미사가 아니다(TSV 규칙 6)
delete	tiny_synthetic_2M_sm_denseblock.pt	61.5	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_denseblock_best.pt	61.5	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_muon.pt	49.8	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_muon_best.pt	49.8	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_muonrms.pt	49.8	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_muonrms_best.pt	49.8	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_muonwd.pt	49.8	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_muonwd_best.pt	49.8	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_s34_dense.pt	61.5	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_s34_dense_best.pt	61.5	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_tiedlrm.pt	52.5	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_tiedlrm_best.pt	52.5	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_tiedmuon.pt	43.0	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_tiedmuon_best.pt	43.0	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_vlrm.pt	62.7	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_2M_sm_vlrm_best.pt	62.7	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_4M_sm_ckpttok.pt	62.6	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
delete	tiny_synthetic_4M_sm_ckpttok_best.pt	62.6	tiny 스모크 - run_smoke_check.bat 이 매번 재생성한다
# ★2026-09-15 사람 재판정 32행 — 결과 076/077/078과 P005b/P089/P093 후속 참조를 대조함. `_best`는 이름이 아니라 역할로 판정
keep	m100s10_ko-en_300M_d14_cla2_norecur_muon20.pt	743.9	P005b Stage9 형상 전이의 jordan20 final; Stage10·11 전이 해석과 형상 기준으로 보존
delete	m100s10_ko-en_300M_d14_cla2_norecur_muon20_best.pt	743.9	P005b 결과 078은 final paired_eval로 판정; 부모·교사 참조 없음
keep	m100s10_ko-en_300M_d14_cla2_norecur_rms4.pt	743.9	P005b Stage9 승자 final; Stage10·11 전이 전 기준으로 보존
delete	m100s10_ko-en_300M_d14_cla2_norecur_rms4_best.pt	743.9	P005b 결과 078과 후속 비교는 final 기준; 부모·교사 참조 없음
keep	m100s12_ko-en_300M_d16_cla2_norecur_muon20.pt	836.2	P005b Stage9 형상 전이의 jordan20 final; Stage10 시드 전이의 seed1337 기준
delete	m100s12_ko-en_300M_d16_cla2_norecur_muon20_best.pt	836.3	P005b 결과 078은 final paired_eval로 판정; 부모·교사 참조 없음
keep	m100s12_ko-en_300M_d16_cla2_norecur_rms4.pt	836.2	P005b Stage9 승자 final; Stage10 시드 전이의 seed1337 기준
delete	m100s12_ko-en_300M_d16_cla2_norecur_rms4_best.pt	836.3	P005b 결과 078과 후속 비교는 final 기준; 부모·교사 참조 없음
keep	m100s14_ko-en_300M_d18_cla2_norecur_muon20.pt	928.6	P005b Stage9 형상 전이의 jordan20 final; Stage11 길이 전이의 300M 기준
delete	m100s14_ko-en_300M_d18_cla2_norecur_muon20_best.pt	928.6	P005b 결과 078은 final paired_eval로 판정; 부모·교사 참조 없음
keep	m100s14_ko-en_300M_d18_cla2_norecur_rms4.pt	928.6	P005b Stage9 승자 final; Stage11 길이 전이의 300M 기준
delete	m100s14_ko-en_300M_d18_cla2_norecur_rms4_best.pt	928.6	P005b 결과 078과 후속 비교는 final 기준; 부모·교사 참조 없음
keep	m100s8_ko-en_300M_d12_cla2_norecur_muon20.pt	651.6	P005b Stage9 형상 전이의 jordan20 final; Stage10·11의 300M 형상 기준
delete	m100s8_ko-en_300M_d12_cla2_norecur_muon20_best.pt	651.6	P005b 결과 078은 final paired_eval로 판정; 부모·교사 참조 없음
keep	m100s8_ko-en_300M_d12_cla2_norecur_rms4.pt	651.6	P005b Stage9 승자 final; Stage10·11의 300M 형상 기준
delete	m100s8_ko-en_300M_d12_cla2_norecur_rms4_best.pt	651.6	P005b 결과 078과 후속 비교는 final 기준; 부모·교사 참조 없음
delete	m100s8_ko-en_300M_d12_cla2_r20_muon15_mwd01.pt	651.6	P005b Stage3에서 matrix WD 0.1이 악화; 결과 078에 final·paired 수치가 있고 후속 참조 없음
delete	m100s8_ko-en_300M_d12_cla2_r20_muon15_mwd01_best.pt	651.6	같은 기각 팔; 판정은 final 기준이며 부모·교사 참조 없음
keep	m100s8_ko-en_300M_d12_cla2_r20_muon25.pt	651.6	P005 Stage3b 상단 곡선의 중간점; ×25·×30 동급이고 오른쪽 경계가 열린 상태라 final 보존
